NTD ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicles/Passenger Car Miles,Actual Vehicles/Passenger Car Revenue Miles,Actual Vehicle/Passenger Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW
60048,Capital Metropolitan Transportation Authority,Full Reporter,,Urban,YR,PT,Average Weekday - AM Peak,5:55 AM,9:00 AM,,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,,Urban,YR,PT,Average Weekday - Midday,9:00 AM,3:00 PM,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,,Urban,YR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,,Urban,YR,PT,Average Weekday - PM Peak,3:00 PM,7:44 PM,,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,
60049,City of Las Cruces NM,Reduced Reporter,,Urban,DR,DO,Annual Total,,,15,,,,,"174,853",,,,"18,861",,,,,,,,,,"24,702",,0,,,,,,,,
60049,City of Las Cruces NM,Reduced Reporter,,Urban,MB,DO,Annual Total,,,11,,,,,"443,961",,,,"33,790",,,,,,,,,,"281,568",,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,29,34,,,"1,101,100","952,949","148,151",,"66,395","61,862","4,533",0,0,,,,,,,"136,086","136,086",0,"1,025,221",,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:30 AM,9:00 PM,,,,15,"1,699","1,520",179,,113,105,8,,,,,,,,,173,,,"1,202",51,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,6:00 AM,8:35 PM,,,,9,788,666,122,,53,48,5,,,,,,,,,75,,,491,51,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,4:40 AM,11:00 PM,,,,29,"3,806","3,287",519,,226,211,15,,,,,,,,,482,,,"3,668",256,0,,4,Service did not operate February 15-18 due to Winter storm causing heavy freeze and ice.,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,42,74,,,"2,456,732","2,193,581","263,151","2,185,825","169,700","161,467","8,233",0,0,,,,,,,"2,004,123",,,"8,818,141",,,,,,,399.0
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:30 AM,8:32 PM,,,,33,"6,121","5,666",455,"5,681",440,422,18,,,,,,,,,"4,430",,,"23,215",51,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,7:30 AM,8:20 PM,,,,24,"3,939","3,560",379,"3,518",293,282,11,,,,,,,,,"2,615",,,"13,861",51,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:40 AM,8:32 PM,,,,42,"7,592","6,731",861,"6,706",517,490,27,,,,,,,,,"6,425",,,"26,407",256,0,,4,Service did not operate February 15-18 due to Winter storm causing heavy freeze and ice.,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Annual Total,,,15,20,,,"672,247","578,727","93,520","585,315","38,512","35,843","2,669",0,0,,,,,,,"177,337",,,"728,855",,,,,,,215.7
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Typical Saturday,6:00 AM,9:00 PM,,,,9,"1,447","1,251",196,"1,283",82,76,6,,,,,,,,,328,,,"1,206",51,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Typical Sunday,6:00 AM,8:35 PM,,,,5,879,763,116,776,50,45,5,,,,,,,,,167,,,590,54,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:05 AM,11:00 PM,,,,15,"2,178","1,872",306,"1,889",126,115,11,,,,,,,,,599,,,"2,523",253,0,,4,Service did not operate February 15-18 due to Winter storm causing heavy freeze and ice.,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Annual Total,,,28,31,,,"889,049","889,049",0,,"15,037","15,037",0,0,0,,,,,,,"64,847",,,"4,099,856",,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Typical Saturday,6:00 AM,7:00 PM,,,,17,"1,835","1,835",0,,31,31,0,,,,,,,,,115,,,"6,991",52,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Typical Sunday,6:00 AM,7:00 PM,,,,17,"1,859","1,859",0,,31,31,0,,,,,,,,,114,,,"6,983",52,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Typical Weekday,6:00 AM,7:00 PM,,,,22,"2,670","2,670",0,,45,45,0,,,,,,,,,203,,,"12,924",261,0,,0,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,,Urban,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Annual Total,,,23,34,,,"1,360,009","1,341,985","18,024","1,337,896","66,530","65,442","1,088",,,"567,308","560,295","7,013","25,519","25,102",417,"795,302",,,"12,709,583",,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Typical Saturday,5:00 AM,1:20 AM,,,3,6,"2,764","2,747",17,"2,745",156,154,2,,,"1,348","1,339",9,60,59,1,"1,733",,,"30,015",56,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Typical Weekday,4:00 AM,12:20 AM,,,6,17,"4,723","4,657",66,"4,650",227,223,4,,,"1,930","1,905",25,87,86,1,"2,797",,,"44,175",249,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Weekday - Midday,9:00 AM,3:00 PM,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Weekday - Other,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,CR,PT,Average Weekday - PM Peak,3:00 PM,7:00 PM,,,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Annual Total,,,149,149,,,"8,796,330","7,703,028","1,093,302",,"525,738","434,792","90,946",,,,,,,,,"578,002","560,906",,"6,164,724",,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:00 AM,11:00 PM,,,,66,"13,238","11,260","1,978",,"1,424",647,777,,,,,,,,,765,,,"7,538",52,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Typical Sunday,5:00 AM,11:00 PM,,,,33,"8,387","6,550","1,837",,"2,547",319,"2,228",,,,,,,,,401,,,"4,450",52,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Typical Weekday,5:00 AM,11:00 PM,,,,149,"29,842","26,292","3,550",,"1,798","1,505",293,,,,,,,,,"1,982",,,"20,801",261,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Annual Total,,,1,1,,,,"18,186",,,,810,,,,,,,,,,"2,171","1,821",,"18,761",97,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,DR,TX,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Annual Total,,,89,163,,,"8,962,551","8,906,185","56,366","9,220,359","436,429","431,893","4,536",,,"5,009,386","4,976,333","33,053","243,951","241,246","2,705","14,487,228",,,"121,236,005",,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Typical Saturday,3:18 AM,1:45 AM,,,36,53,"18,012","17,899",113,"18,594",890,881,9,,,"12,740","12,647",93,627,620,7,"32,287",,,"251,018",54,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Typical Sunday,3:18 AM,1:45 AM,,,36,53,"18,028","17,914",114,"18,588",901,893,8,,,"12,738","12,644",94,627,620,7,"26,420",,,"212,032",58,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Typical Weekday,3:26 AM,1:32 AM,,,38,76,"27,889","27,713",176,"28,748","1,350","1,335",15,,,"14,429","14,338",91,699,691,8,"44,919",,,"382,213",249,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,38,76,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,36,72,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Weekday - Other,,,,,36,72,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,LR,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,37,74,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Annual Total,,,453,681,,,"27,590,133","24,216,644","3,373,489","24,684,542","2,089,756","1,954,204","135,552",,,,,,,,,"19,432,200",,,"78,169,105",,,,,,,"1,634.4"
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Typical Saturday,3:57 AM,12:59 AM,,,,249,"56,013","48,227","7,786","49,503","4,333","4,071",262,,,,,,,,,"39,684",,,"152,575",57,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Typical Sunday,3:57 AM,12:59 AM,,,,204,"46,516","40,642","5,874","40,861","3,611","3,377",234,,,,,,,,,"30,041",,,"120,144",58,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Typical Weekday,3:57 AM,1:24 AM,,,,446,"86,798","76,442","10,356","77,971","6,533","6,105",428,,,,,,,,,"61,712",,,"250,016",250,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Annual Total,,,2,4,,,"92,480","90,722","1,758","93,254","13,443","13,247",196,,,"92,480","90,722","1,758","13,443","13,247",196,"115,983",,,"191,010",,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Typical Saturday,5:30 AM,12:00 AM,,,2,2,261,256,5,263,38,38,0,,,261,256,5,38,38,0,298,,,494,54,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Typical Sunday,5:30 AM,12:00 AM,,,2,2,252,248,4,254,36,36,0,,,252,248,4,36,36,0,247,,,406,58,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Typical Weekday,5:30 AM,12:00 AM,,,2,2,256,251,5,258,37,37,0,,,256,251,5,37,37,0,344,,,565,249,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Weekday - Other,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,SR,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Annual Total,,,13,13,,,"169,653","169,653",0,,"3,008","3,008",0,,,,,,,,,"24,062",,,"726,843",,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Typical Saturday,6:00 AM,7:00 PM,,,,2,93,93,0,,2,2,0,,,,,,,,,13,,,337,51,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Typical Sunday,6:00 AM,7:00 PM,,,,4,132,132,0,,2,2,0,,,,,,,,,26,,,580,51,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Typical Weekday,6:00 AM,7:00 PM,,,,10,613,613,0,,11,11,0,,,,,,,,,86,,,"2,636",258,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,,Urban,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60058,St. Bernard Parish,Reduced Reporter,,Urban,MB,DO,Annual Total,,,2,,,,,"52,354",,,,"2,952",,,,,,,,,,"23,123",,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Annual Total,,,48,54,,,"1,412,785","1,142,431","270,354",,"55,569","43,994","11,575",0,0,,,,,,,"61,457","9,545",,"967,333",,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Typical Weekday,5:00 AM,7:00 PM,,,,48,"6,063","4,903","1,160",,238,188,50,,,,,,,,,263,,,"4,136",233,,,3,Texas Freeze Event,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Annual Total,,,17,27,,,"960,859","925,259","35,600","937,825","55,495","54,175","1,320",0,0,,,,,,,"218,940",,,"1,396,837",,,,,,,331.4
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Typical Weekday,5:00 AM,7:00 PM,,,,17,"4,124","3,971",153,"4,025",238,232,6,,,,,,,,,940,,,"5,875",233,,,3,Texas Freeze Event,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,5:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60059,Brazos Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,,7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60062,"University of Arkansas, Fayetteville",Reduced Reporter,,Urban,DR,DO,Annual Total,,,4,,,,,"35,102",,,,"5,991",,,,,,,,,,"4,640",,0,,,,,,,,
60062,"University of Arkansas, Fayetteville",Reduced Reporter,,Urban,MB,DO,Annual Total,,,20,,,,,"431,959",,,,"38,588",,,,,,,,,,"399,989",,,,,,,,,,
60068,City of Grand Prairie ,Reduced Reporter,,Urban,DR,DO,Annual Total,,,12,,,,,"98,675",,,,"8,923",,,,,,,,,,"24,754",,0,,,,,,,,
60072,Ozark Regional Transit,Reduced Reporter,,Urban,DR,DO,Annual Total,,,8,,,,,"116,038",,,,"10,006",,,,,,,,,,"14,293",,0,,,,,,,,
60072,Ozark Regional Transit,Reduced Reporter,,Urban,MB,DO,Annual Total,,,11,,,,,"449,440",,,,"32,882",,,,,,,,,,"156,234",,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Annual Total,,,12,18,,,"164,925","143,431","21,494",,"15,114","13,863","1,251",,,,,,,,,"21,615","18,430",0,"76,364",,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Typical Saturday,7:52 AM,6:52 PM,,,,4,257,225,32,,25,23,2,,,,,,,,,40,,,157,51,0,,0,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Typical Sunday,8:31 AM,5:51 PM,,,,3,156,132,24,,17,16,1,,,,,,,,,21,,,62,52,0,,0,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Typical Weekday,5:32 AM,7:58 PM,,,,7,561,488,73,,51,46,5,,,,,,,,,71,,,254,256,0,,0,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Annual Total,,,19,32,,,"703,207","670,662","32,545","693,077","67,619","65,107","2,512",0,0,,,,,,,"283,765",,,"691,784",,,,,,,122.4
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Typical Saturday,7:49 AM,8:30 PM,,,,9,"1,189","1,134",55,"1,175",103,99,4,,,,,,,,,568,,,"1,408",51,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Typical Sunday,8:01 AM,6:47 PM,,,,8,970,897,73,976,89,84,5,,,,,,,,,401,,,954,52,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Typical Weekday,5:15 AM,9:30 PM,,,,15,"2,313","2,212",101,"2,275",226,218,8,,,,,,,,,909,,,"2,228",256,0,,0,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,7:00 AM,9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:30 AM,2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60077,City of Santa Fe,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60080,Terrebonne Parish Consolidated Government,Reduced Reporter,,Urban,DR,DO,Annual Total,,,3,,,,,"8,000",,,,561,,,,,,,,,,"2,437",,0,,,,,,,,
60080,Terrebonne Parish Consolidated Government,Reduced Reporter,,Urban,MB,DO,Annual Total,,,6,,,,,"203,193",,,,"10,467",,,,,,,,,,"46,446",,,,,,,,,,
60081,City of Longview,Reduced Reporter,,Urban,DR,DO,Annual Total,,,2,,,,,"24,552",,,,"2,163",,,,,,,,,,"3,044",,0,,,,,,,,
60081,City of Longview,Reduced Reporter,,Urban,MB,DO,Annual Total,,,6,,,,,"345,023",,,,"22,400",,,,,,,,,,"120,332",,,,,,,,,,
60082,The Gulf Coast Center,Reduced Reporter,,Urban,CB,DO,Annual Total,,,3,,,,,"109,224",,,,"3,700",,,,,,,,,,"16,474",,,,,,,,,,
60082,The Gulf Coast Center,Reduced Reporter,,Urban,DR,DO,Annual Total,,,12,,,,,"294,851",,,,"15,973",,,,,,,,,,"20,386",,0,,,,,,,,
60082,The Gulf Coast Center,Reduced Reporter,,Urban,DR,TX,Annual Total,,,1,,,,,"8,100",,,,326,,,,,,,,,,768,,0,,,,,,,,
60082,The Gulf Coast Center,Reduced Reporter,,Urban,MB,DO,Annual Total,,,12,,,,,"476,784",,,,"24,147",,,,,,,,,,"66,082",,,,,,,,,,
60086,City of Fort Smith,Reduced Reporter,,Urban,DR,DO,Annual Total,,,3,,,,,"135,104",,,,"9,350",,,,,,,,,,"14,376",,0,,,,,,,,
60086,City of Fort Smith,Reduced Reporter,,Urban,MB,DO,Annual Total,,,7,,,,,"301,419",,,,"20,349",,,,,,,,,,"173,297",,,,,,,,,,
