Confirmed Data,Member ID,Transit Agency Name,City,State,Country,New 2020 Data,Last Data Submission,fleetid,Mode Code,Mode Name,Year Built,Status,Manufacturer Code,Manufacturer Name,Model,Vehicle Type,Vehicle Type Name,Wheelchair Accessible,Vehicle Floor Height,On-vehicle Accessibility Equipment,Platform Height,Platform Accessibility Equipment,"Seats, Number of",Length in Feet,Width in Inches,Power Type Code,Power Type Name,Engine Manufacturer Code,Engine Manufacturer Name,Amount Paid per Vehicle,"Total Vehicles, Number of","Active Vehicles,  Number of","Rehabilitated Vehicles, Number of","Vehicles to be Rehabilitated, Number of",CanadianIndex
,102,Transit Authority of Lexington-Fayette Urban County Government,Lexington,KY,U.S.,No,2019,13721,MB,Bus,2005.00,A,GIL,Gillig Corporation,GILLIG,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,Low,Lift,38.00,40.00,99.00,DF,Diesel fuel,CU,Cummins,"$285,227.00",3.00,3.00,0.00,0.00,
,102,Transit Authority of Lexington-Fayette Urban County Government,Lexington,KY,U.S.,No,2019,15080,MB,Bus,2005.00,A,GIL,Gillig Corporation,GILLIG,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,Low,Lift,38.00,40.00,99.00,DF,Diesel fuel,CU,Cummins,"$285,865.00",1.00,1.00,0.00,0.00,
,102,Transit Authority of Lexington-Fayette Urban County Government,Lexington,KY,U.S.,No,2019,13720,MB,Bus,2004.00,A,GIL,Gillig Corporation,GILLIG,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,Low,Lift,38.00,40.00,99.00,DF,Diesel fuel,CU,Cummins,"$274,906.00",6.00,6.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,16656,MB,Bus,2019.00,A,GIL,Gillig Corporation,GILLIG LOW-FLOOR 40',Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,38.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$450,000.00",10.00,10.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,15546,MB,Bus,2018.00,A,EDN,ElDorado-National,FORD ELDORADO WORLD TRANS,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,22.00,96.00,GA,Gasoline,FO,Ford,"$67,351.00",10.00,10.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,15545,MB,Bus,2017.00,A,EDN,ElDorado-National,FORD ELDORADO WORLD TRANS,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,22.00,96.00,GA,Gasoline,FO,Ford,"$72,462.00",2.00,2.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,15477,MB,Bus,2017.00,A,GIL,Gillig Corporation,GILLIG LOW-FLOOR 35',Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,38.00,35.00,102.00,DF,Diesel fuel,CU,Cummins,"$449,997.00",2.00,2.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,15544,MB,Bus,2017.00,A,EDN,ElDorado-National,FORD ELDORADO WORLD TRANS,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,22.00,96.00,GA,Gasoline,FO,Ford,"$66,848.00",3.00,3.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,14567,MB,Bus,2016.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,38.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$432,191.00",25.00,25.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,14563,MB,Bus,2016.00,A,PRT,Proterra,CATALYST,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,Both,None,38.00,43.00,120.00,EB,Electric battery,NE,no engine,"$927,609.00",6.00,6.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,14568,MB,Bus,2016.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,38.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$671,167.00",1.00,1.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,13438,MB,Bus,2015.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$418,761.00",12.00,12.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,13437,MB,Bus,2015.00,A,PRT,Proterra,EV-1,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,35.00,35.00,118.00,EB,Electric battery,NE,no engine,"$934,741.00",9.00,9.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,13992,MB,Bus,2015.00,A,GCC,Goshen Coach,GCII,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,22.00,91.00,GA,Gasoline,CV,Chevrolet,"$69,287.00",10.00,10.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,13439,MB,Bus,2014.00,A,GCC,Goshen Coach,GCII,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,12.00,22.00,96.00,DF,Diesel fuel,FO,Ford,"$58,269.00",12.00,12.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,12081,MB,Bus,2013.00,A,AMG,AM General Corporation,VPG MV1,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,None,None,4.00,17.00,75.00,GA,Gasoline,FO,Ford,"$39,000.00",18.00,18.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,12825,MB,Bus,2013.00,A,GIL,Gillig Corporation,LOW-FLOOR 40' COMMUTER,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Lift,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$442,059.00",21.00,21.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,12086,MB,Bus,2013.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$608,768.00",11.00,11.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,12087,MB,Bus,2013.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$416,765.00",16.00,16.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,11417,MB,Bus,2012.00,A,SPC,Supreme Corporation (Startrans),SENATOR II,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,21.00,96.00,GA,Gasoline,FO,Ford,"$46,120.00",16.00,16.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,12080,MB,Bus,2012.00,A,AMG,AM General Corporation,VPG MV1,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,None,None,4.00,17.00,75.00,GA,Gasoline,FO,Ford,"$43,954.00",11.00,11.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,12082,MB,Bus,2012.00,A,SPC,Supreme Corporation (Startrans),SENATOR II,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,23.00,96.00,GA,Gasoline,CV,Chevrolet,"$59,420.00",7.00,7.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,11414,MB,Bus,2011.00,A,SPC,Supreme Corporation (Startrans),SENATOR2,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,7.00,23.00,96.00,GA,Gasoline,FO,Ford,"$47,720.00",9.00,9.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,9632,MB,Bus,2010.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$558,400.00",9.00,9.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,8174,MB,Bus,2009.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$509,200.00",3.00,3.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,8175,MB,Bus,2009.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$328,900.00",17.00,17.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,7538,MB,Bus,2008.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$314,881.00",6.00,6.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1160,MB,Bus,2007.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$504,756.00",4.00,4.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1154,MB,Bus,2005.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$271,000.00",16.00,16.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1151,MB,Bus,2004.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DB,Diesel and electric battery (Hybrid),CU,Cummins,"$469,351.00",4.00,4.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1155,MB,Bus,2003.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$261,930.00",16.00,16.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1150,MB,Bus,2002.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,28.00,30.00,102.00,DF,Diesel fuel,CU,Cummins,"$239,368.00",13.00,13.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1152,MB,Bus,2001.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$257,501.00",9.00,9.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1153,MB,Bus,2000.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$252,605.00",7.00,7.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,1149,MB,Bus,2000.00,A,GIL,Gillig Corporation,LOW-FLOOR,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,28.00,30.00,102.00,DF,Diesel fuel,CU,Cummins,"$237,596.00",3.00,3.00,0.00,0.00,
Yes,103,Transit Authority of River City,Louisville,KY,U.S.,Yes,2020,16657,RB,Bus Rapid Transit,2019.00,A,GIL,Gillig Corporation,GILLIG LOW-FLOOR 40',Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,38.00,40.00,102.00,DF,Diesel fuel,CU,Cummins,"$450,000.00",8.00,8.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,14197,DR,Demand Response,2016.00,A,GCC,Goshen Coach,E450,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,12.00,14.00,60.00,GA,Gasoline,AE,Associated Equipment Company,"$58,345.00",17.00,17.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13808,DR,Demand Response,2015.00,A,DTD,"Dodge Division, Chrysler Corporation",CARAVAN,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,None,None,5.00,15.00,60.00,GA,Gasoline,AE,Associated Equipment Company,"$39,403.00",7.00,7.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13807,DR,Demand Response,2015.00,A,GCC,Goshen Coach,E450,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,None,None,12.00,14.00,60.00,GA,Gasoline,AE,Associated Equipment Company,"$59,000.00",1.00,1.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,12471,DR,Demand Response,2012.00,A,CHR,"Chrysler Division, Chrysler Corporation",AMERIVAN,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,None,None,5.00,15.00,60.00,GA,Gasoline,CH,Chrysler,"$33,660.00",3.00,3.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,12472,DR,Demand Response,2012.00,A,CMD,"Chevrolet Motor Division, General Motors Corporation",GLAVAL,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,Low,Ramp,None,None,12.00,24.00,96.00,GA,Gasoline,GM,General Motors,"$113,330.00",13.00,13.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,11609,DR,Demand Response,2008.00,A,FRD,Ford Motor Corporation,SPRINTER,Sveh,"Small vehicle (<27'6"", minibus, van, car, SUV)",Yes,High,Lift,High,Lift,14.00,20.00,84.00,BD,Biodiesel,MB,Mercedes-Benz,"$80,000.00",10.00,2.00,0.00,6.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13812,FB,Ferryboat,1978.00,A,UNK,Unknown,PEDESTRIAN-FRANK ARMIGER,Ferry,Ferryboat,Yes,High,Ramp,Both,Both,351.00,87.00,360.00,DF,Diesel fuel,CU,Cummins,,1.00,1.00,1.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13815,FB,Ferryboat,1978.00,A,UNK,Unknown,PED/CAR-A.T.STUMPF,Ferry,Ferryboat,Yes,High,Ramp,Both,Both,870.00,190.00,792.00,DF,Diesel fuel,CP,Caterpillar,,1.00,1.00,0.00,1.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13811,FB,Ferryboat,1977.00,A,UNK,Unknown,PED/CAR-NEVILLE LEVY,Ferry,Ferryboat,Yes,High,Ramp,Both,Both,870.00,190.00,792.00,DF,Diesel fuel,CP,Caterpillar,,1.00,1.00,1.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13814,FB,Ferryboat,1977.00,A,EQU,Equitable,PED/CAR- ST.JOHN,Ferry,Ferryboat,Yes,High,Ramp,Both,Both,221.00,143.00,720.00,DF,Diesel fuel,CP,Caterpillar,,1.00,1.00,0.00,1.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,13810,FB,Ferryboat,1942.00,A,UNK,Unknown,PED/CAR-T.JEFFERSON,Ferry,Ferryboat,Yes,High,Ramp,Both,Both,692.00,142.00,648.00,DF,Diesel fuel,CU,Cummins,,1.00,1.00,1.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,14966,MB,Bus,2019.00,O,NFA,New Flyer of America,UNKNOWN,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,32.00,35.00,102.00,BD,Biodiesel,CU,Cummins,"$400,000.00",8.00,0.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,12871,MB,Bus,2013.00,A,NFA,New Flyer of America,DE60LFR,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,None,None,56.00,60.00,102.00,BD,Biodiesel,CU,Cummins,"$853,265.00",1.00,1.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,12465,MB,Bus,2012.00,A,NFA,New Flyer of America,DE60LFR,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,None,None,56.00,60.00,102.00,BD,Biodiesel,CU,Cummins,"$830,180.00",10.00,10.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,12464,MB,Bus,2012.00,A,DBZ,Daimler-Benz,ORION VII,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,40.00,40.00,102.00,BD,Biodiesel,CU,Cummins,"$390,452.00",8.00,8.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,9925,MB,Bus,2010.00,A,DBZ,Daimler-Benz,ORION VII,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,38.00,40.00,102.00,BD,Biodiesel,CU,Cummins,"$343,000.00",75.00,75.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,9928,MB,Bus,2010.00,A,NFA,New Flyer of America,DE60LFR,Busa,"Bus, articulated (>=55')",Yes,Low,Ramp,None,None,56.00,60.00,102.00,BD,Biodiesel,CU,Cummins,"$780,000.00",5.00,5.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,7375,MB,Bus,2008.00,A,DBZ,Daimler-Benz,ORION VII,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,Low,Ramp,None,None,32.00,35.00,102.00,BD,Biodiesel,CU,Cummins,"$377,000.00",29.00,29.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1182,MB,Bus,2004.00,A,DBZ,Daimler-Benz,ORION V,Bust,"Bus, transit (>=27'6"", 2 doors)",Yes,High,Lift,None,None,34.00,35.00,102.00,BD,Biodiesel,CU,Cummins,"$279,870.00",3.00,0.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1179,MB,Bus,2004.00,A,MCI,Motor Coach Industries International,D4500,Buss,"Bus, suburban (>=27'6"", 1 door, no luggage bays)",Yes,High,Lift,None,None,53.00,45.00,102.00,BD,Biodiesel,DD,Detroit Diesel,"$452,000.00",4.00,4.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1176,SR,Streetcar,2003.00,A,RTA,Regional Transit Authority of Orleans and Jefferson,RTA 2001,Car12,"Rail car, non-articulated, 1 level, 2 cabs",Yes,High,Lift,High,None,40.00,48.00,100.00,EP,Electric propulsion (third rail or catenary),NE,no engine,,17.00,17.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1175,SR,Streetcar,2002.00,A,RTA,Regional Transit Authority of Orleans and Jefferson,RTA 2001,Car12,"Rail car, non-articulated, 1 level, 2 cabs",Yes,High,Lift,High,None,40.00,48.00,100.00,EP,Electric propulsion (third rail or catenary),NE,no engine,,6.00,6.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1174,SR,Streetcar,1999.00,A,RTA,Regional Transit Authority of Orleans and Jefferson,RTA 2000,Car12,"Rail car, non-articulated, 1 level, 2 cabs",Yes,High,Lift,High,None,40.00,48.00,100.00,EP,Electric propulsion (third rail or catenary),NE,no engine,,1.00,1.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1177,SR,Streetcar,1997.00,A,RTA,Regional Transit Authority of Orleans and Jefferson,RTA-97,Car12,"Rail car, non-articulated, 1 level, 2 cabs",Yes,High,Lift,High,None,52.00,48.00,100.00,EP,Electric propulsion (third rail or catenary),NE,no engine,,7.00,7.00,0.00,0.00,
,107,Regional Transit Authority,New Orleans,LA,U.S.,No,2018,1173,SR,Streetcar,1923.00,A,PTC,Perley Thomas Car Company,STREETCAR,Car12,"Rail car, non-articulated, 1 level, 2 cabs",No,High,None,High,None,52.00,48.00,100.00,EP,Electric propulsion (third rail or catenary),NE,no engine,,37.00,33.00,4.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,13305,CB,Commuter Bus,2010.00,A,MCI,Motor Coach Industries International,D4500,Buss,"Bus, suburban (>=27'6"", 1 door, no luggage bays)",Yes,High,Ramp,Low,None,55.00,45.00,120.00,DF,Diesel fuel,CU,Cummins,"$515,212.00",7.00,7.00,0.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,15512,CR,Commuter Rail,2014.00,A,BOM,Bombardier Corporation,MARC IV COACH,Car10,"Rail car, non-articulated, 1 level, 0 cabs",Yes,High,Ramp,Both,Both,142.00,85.00,126.00,UN,Unpowered,NE,no engine,"$2,800,000.00",34.00,34.00,0.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,15511,CR,Commuter Rail,2014.00,A,BOM,Bombardier Corporation,MARC IV E&H,Car10,"Rail car, non-articulated, 1 level, 0 cabs",Yes,High,Ramp,Both,Both,132.00,85.00,126.00,UN,Unpowered,NE,no engine,"$2,800,000.00",5.00,5.00,0.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,15510,CR,Commuter Rail,2014.00,A,BOM,Bombardier Corporation,MARC IV CAB,Car10,"Rail car, non-articulated, 1 level, 0 cabs",Yes,High,Ramp,Both,Both,127.00,85.00,126.00,UN,Unpowered,NE,no engine,"$2,800,000.00",15.00,15.00,0.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,8329,CR,Commuter Rail,2000.00,A,KAW,Kawasaki Rail Car (formerly Kawasaki Heavy Industries),MARC III CAB,Car21,"Rail car, non-articulated, 2 levels, 1 cab (includes cars with 3rd mezzanine level)",Yes,High,Ramp,Both,Both,130.00,85.00,126.00,UN,Unpowered,NE,no engine,"$1,600,000.00",14.00,14.00,0.00,14.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,8330,CR,Commuter Rail,2000.00,A,KAW,Kawasaki Rail Car (formerly Kawasaki Heavy Industries),MARC III COACH,Car20,"Rail car, non-articulated, 2 levels, 0 cabs (includes cars with 3rd mezzanine level)",Yes,High,None,Both,Both,136.00,85.00,126.00,UN,Unpowered,NE,no engine,"$1,600,000.00",35.00,35.00,0.00,35.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1202,CR,Commuter Rail,1999.00,A,KAW,Kawasaki Rail Car (formerly Kawasaki Heavy Industries),MARC III SNACK,Car20,"Rail car, non-articulated, 2 levels, 0 cabs (includes cars with 3rd mezzanine level)",Yes,High,None,Both,Ramp,132.00,85.00,126.00,UN,Unpowered,NE,no engine,"$1,557,000.00",7.00,7.00,0.00,7.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1201,CR,Commuter Rail,1999.00,A,KAW,Kawasaki Rail Car (formerly Kawasaki Heavy Industries),MARC III E/H TOILET,Car20,"Rail car, non-articulated, 2 levels, 0 cabs (includes cars with 3rd mezzanine level)",Yes,High,None,Both,Ramp,130.00,85.00,126.00,UN,Unpowered,NE,no engine,"$1,566,000.00",7.00,7.00,0.00,7.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1194,CR,Commuter Rail,1993.00,A,SUM,Sumitomo Corporation,MARC IIB COACH,Car10,"Rail car, non-articulated, 1 level, 0 cabs",No,High,None,Both,None,122.00,85.00,126.00,UN,Unpowered,NE,no engine,"$1,126,849.00",10.00,10.00,10.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1199,CR,Commuter Rail,1991.00,A,NIP,Nippon Sharyo,MARC IIB CAB,Car11,"Rail car, non-articulated, 1 level, 1 cab",Yes,High,None,Both,Ramp,111.00,85.00,126.00,UN,Unpowered,NE,no engine,"$1,170,240.00",6.00,6.00,6.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1196,CR,Commuter Rail,1991.00,A,SUM,Sumitomo Corporation,MARC IIB TOILET,Car10,"Rail car, non-articulated, 1 level, 0 cabs",Yes,High,None,Both,Ramp,114.00,85.00,126.00,UN,Unpowered,NE,no engine,"$983,848.00",9.00,9.00,9.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1193,CR,Commuter Rail,1991.00,A,SUM,Sumitomo Corporation,MARC IIB COACH,Car10,"Rail car, non-articulated, 1 level, 0 cabs",No,High,None,Both,None,122.00,85.00,126.00,UN,Unpowered,NE,no engine,"$968,355.00",9.00,9.00,9.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1198,CR,Commuter Rail,1987.00,A,SUM,Sumitomo Corporation,MARC IIA CAB,Car11,"Rail car, non-articulated, 1 level, 1 cab",Yes,High,None,Both,Ramp,111.00,85.00,126.00,UN,Unpowered,NE,no engine,"$838,389.00",6.00,6.00,6.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1191,CR,Commuter Rail,1987.00,A,SUM,Sumitomo Corporation,MARC IIA COACH,Car10,"Rail car, non-articulated, 1 level, 0 cabs",No,High,None,Both,None,122.00,85.00,126.00,UN,Unpowered,NE,no engine,"$740,389.00",6.00,6.00,6.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1197,CR,Commuter Rail,1985.00,A,SUM,Sumitomo Corporation,MARC IIA CAB,Car11,"Rail car, non-articulated, 1 level, 1 cab",Yes,High,None,Both,Ramp,111.00,85.00,126.00,UN,Unpowered,NE,no engine,"$978,476.00",5.00,5.00,5.00,0.00,
Yes,111,Maryland Transit Administration,Baltimore,MD,U.S.,Yes,2020,1192,CR,Commuter Rail,1985.00,A,NIP,Nippon Sharyo,MARC IIA COACH,Car10,"Rail car, non-articulated, 1 level, 0 cabs",No,High,None,Both,None,122.00,85.00,126.00,UN,Unpowered,NE,no engine,"$826,076.00",9.00,9.00,9.00,0.00,
