NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
20206,County of Nassau,Full Reporter,Urban,MB,PT,0,,"3,093,647","11,254",,,,"6,810",,,,,,
20217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,0,,,"601,336",,,,,,,,,,
22930,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,0,,,"2,826,767",,,,,,,,,,
22930,New York City Economic Development Corporation,Full Reporter,Urban,MB,PT,0,,,"15,714",,,,,,,,,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"28,179",,,,,,
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"360,475",,,,"45,504",,,,,,
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"54,995",,,,,,
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,0,,,"198,390",,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,0,,"401,594","1,442",,,,"4,893",,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,0,,"1,033,869","326,158",,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,,,"188,745",,,,,,,,,,,
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,,,,,,,,"261,355",,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,,,,,,,,"45,001",,,,,,
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,0,,,"425,882",,,,"16,682",,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,,,,,,,,"33,505",,,,,,
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,0,,,"251,559",,,,,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,0,,,"173,834",,,,"106,654",,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,0,,"393,773","479,545",,,,,,,,,,
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"4,312",,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,,,220,,,,,,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,,,,,,,,"9,246",,,,,,
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,0,,"194,595","38,297",,,,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,0,,"32,258",343,,,,"28,143",,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,,,,"97,363",,,,,,,,
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,0,,"65,084","152,405",,,,"51,640",,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,"4,936",,,,"197,797",,,,,,
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,"120,144","366,973",,,,"26,757",,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"146,635",,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"117,804",,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,"9,874",,,"483,840",,,,,,,,,,
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,0,,,"8,338",,,,,,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"136,540",,,,,,
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,0,,"10,416","269,548",,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,,,,,,"207,632,998",,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"2,028,561",,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,"139,668,058",,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"12,701,306","358,468",,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"34,090",,,,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,,,,,,"27,845,690",,,,,,,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,"5,184,839",,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,,,,,,,,"1,248,638",,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,,,,,,"185,411",,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,,,,,,"32,404,933",,,,,,,,
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,0,,,"6,685,106",,,,,,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"77,394",,,,,,
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,,"169,471","74,296",,,,"4,397",,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,,,"28,397",,,,,"77,000",,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,,,,,,,,"15,894",,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,0,,"89,503","134,255",,,,,,,,,,
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,,,,,,,,"27,844",,,,,,
30026,City of Williamsport,Full Reporter,Urban,DR,DO,,,,,,,,18,,,,,,
30026,City of Williamsport,Full Reporter,Urban,DR,PT,,,,,,,,"4,964",,,,,,
30026,City of Williamsport,Full Reporter,Urban,MB,DO,0,,"219,552","63,312",,,,"1,942",,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,0,,"24,936","61,910",,,,"2,373",,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"9,848",,,,"805,692",,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"88,622",,,,,,
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,"155,552","114,435",,,,"79,365",,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"3,132,161",,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,,,,,,"594,838,691",,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,0,,"3,955,599","7,892,680","16,523",,,,,,,,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,0,,,"284,980",,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,0,,,"2,598,059",,,,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,0,,,"3,921,514",,"26,876,790",,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,,,,,,,,"32,455",,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,,,,,,,,"2,742,870",,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,,,,,,"49,035,260",,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,,,,,,"29,925,621",,,,,,,,
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,0,,,"5,873,401",,,,,,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"5,812",,,,,,
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"117,235",,,,"28,820",,,,,,
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,0,,"76,900","180,127",,,,,,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,,,,,,,,"25,626",,,,,,
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,"226,097",,,,,,
30048,County of Howard,Full Reporter,Urban,DR,PT,,,,,,,,"134,922",,,,,,
30048,County of Howard,Full Reporter,Urban,MB,PT,0,,,"471,173","51,168",,,"174,636",,,,,,
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,0,,"1,517,785","2,580,034",,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"23,987",,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,,,"630,474",,,,,,,,,,,
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,,,"1,083",,,,"61,609",,,,,,
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,,,,,,"30,692,330",,,,,,,,
30058,City of Fairfax,Full Reporter,Urban,MB,DO,0,,,"90,413",,,,,,,,,,
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,"141,233","59,743",,,,,,,,,,
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,0,,,"2,453,756",,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,0,,,"902,436",,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,0,,,"393,611",,,,,,,,,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,"728,510",,,,,,
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,0,,,"565,085",,,,,,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,0,,,"4,159",,,,"39,820",,,,,,
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,0,,,"110,118","213,676",,,"44,587",,,,,,
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,0,,,"1,691,205",,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,,,,,,,,"432,450",,,,"1,204,906",,
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,"102,212",,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,0,,,"1,996,809",0,,,,,,,,,
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,0,,,"274,470",,,,"42,076",,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,31,,,,"24,125",,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,"183,719",,,,"2,994",,,,,,
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,PT,,,"76,355",,,,,,,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,DR,PT,,,,,,,,"3,822",,,,,,
30077,Borough of Pottstown,Full Reporter,Urban,MB,PT,0,,,"69,934",,,,,,,,,,
30078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,,,,,,,,"55,251",,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,DR,PT,,,,,,,,"30,116",,,,,,
30080,"Arlington County, Virginia",Full Reporter,Urban,MB,PT,,,"758,929",,,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,CB,PT,0,,,"676,802",,,,,,,,,,
30081,Loudoun County,Full Reporter,Urban,DR,PT,,,,,,,,"20,216",,,,,,
30081,Loudoun County,Full Reporter,Urban,MB,PT,0,,,"67,016",,,,"132,765",,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT,,,,,,,,"520,865",,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,0,,,"33,400",,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,,,,,,"3,494,750",,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,0,,,"2,319,894",,,,,,,,,,
30083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT,,,,,,,,"43,906",,,,,,
30085,"Prince George's County, Maryland",Full Reporter,Urban,DR,DO,0,,,"36,237",,,,"17,158",,,,"28,252",,
30085,"Prince George's County, Maryland",Full Reporter,Urban,MB,PT,0,,,"972,239",,,,,,,,,,
30087,County of Fayette,Full Reporter,Urban,DR,DO,,,,,,,,"140,962",,,,,,
30087,County of Fayette,Full Reporter,Urban,DR,PT,,,,,,,,"2,486",,,,,,
30087,County of Fayette,Full Reporter,Urban,MB,DO,0,,,"44,835",,,,"7,506",,,,,,
30087,County of Fayette,Full Reporter,Urban,MB,PT,0,,,"31,787",,,,,,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT,,,,,,,,"57,386",,,,,,
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,,,,,,,,"197,266",,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,DR,DO,0,,,"17,569",,,,"8,625",,,,,,
30091,Town of Blacksburg,Full Reporter,Urban,MB,DO,0,,,"337,101",,,,"1,345",,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,DR,DO,,,,,,,,"24,092",,,,,,
30094,City of Harrisonburg,Full Reporter,Urban,MB,DO,0,,,"174,796",,,,754,,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"42,892",,,,,,
30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,0,,"13,229","93,517",,,,,,,,,,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,,,,,,,,"28,644",,,,"85,320",,
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,0,,,"46,306",,,,"54,025",,,,"111,118",,
30107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,,,,,,"3,051,587",,,,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"249,872",,,,,,
30111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"48,802",,,,"13,467",,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,0,,,"376,532","1,010,235",,,,,,,,,
30112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,,,,,,"1,614,000",,,,,,,,
30129,Anne Arundel County,Full Reporter,Urban,DR,PT,,,,,,,,"130,500",,,,,,
30129,Anne Arundel County,Full Reporter,Urban,MB,PT,0,,,"78,500",,,,,,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,DR,DO,,,,,,,,"156,455",,,,,,
30137,Monroe County Transportation  Authority,Full Reporter,Urban,MB,DO,0,,,"102,608",,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,FB,PT,0,,,"8,475",,,,,,,,,,
30201,City of Baltimore,Full Reporter,Urban,MB,PT,0,,,"91,810",,,,,,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"142,674",,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"430,954",,,,,,
30202,South Central Transit Authority,Full Reporter,Urban,MB,DO,"676,242",,,0,,,,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"91,716",,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,,,,"94,080",,,,,,,,
40001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"448,030","374,650",,,"28,405",,,,,,
40002,City of Knoxville,Full Reporter,Urban,DR,DO,,,,,,,,"91,527",,,,,,
40002,City of Knoxville,Full Reporter,Urban,MB,DO,0,,,"614,652",,,,"103,842",,,,,,
40003,City of Memphis,Full Reporter,Urban,DR,DO,0,,,"141,939",,,,"178,345",,,,,,
40003,City of Memphis,Full Reporter,Urban,MB,DO,0,,,"1,282,640",,,,"22,272",,,,,,
40003,City of Memphis,Full Reporter,Urban,SR,DO,,,,,,"782,700",,,,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"558,720",,,,,,
40004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,"1,965,170","221,708",,,"98,784",,,,,,
40005,City of Asheville,Full Reporter,Urban,MB,PT,0,,,"190,756","36,203",,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,"63,156",,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,"155,815","140,416",,,,,,,,,,
40006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,"2,600",,,,,,
40007,City of Raleigh,Full Reporter,Urban,MB,DO,"927,242",,"157,806",0,,,,"16,883",,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,CB,PT,0,,,"381,235",,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,DR,DO,0,,,"236,554",,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,LR,DO,,,,,,"16,875,940",,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,MB,PT,0,,,"1,481,099",,,,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,SR,DO,,,,,,"183,715",,,,,,,,
40008,City of Charlotte North Carolina,Full Reporter,Urban,VP,DO,,,,,,,,"65,921",,,,,,
40009,City of Fayetteville,Full Reporter,Urban,DR,DO,,,,,,,,"34,622",,,,"66,850",,
40009,City of Fayetteville,Full Reporter,Urban,MB,DO,0,,,"267,028",,,,"15,393",,,,"31,772",,
40012,City of Winston Salem,Full Reporter,Urban,DR,DO,,,,,,,,"210,081",,,,,,
40012,City of Winston Salem,Full Reporter,Urban,MB,DO,0,,,"503,402",,,,"8,933",,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,0,,,"38,864",,,,"6,149",,,,"11,723",,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,0,,,"136,916",,,,,,,,,,
40014,Ms Coast Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"41,055",,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,DR,PT,0,,,"26,946",,,,"32,508",,,,,,
40015,"City of Jackson, MS",Full Reporter,Urban,MB,PT,0,,,"270,525",,,,,,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"247,185",,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,0,,"161,619","436,770","196,960",,,"20,730",,,,,,
40017,Lexington Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,"10,464",,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,DR,DO,0,,,"1,603",,,,,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,DR,PT,0,,,"26,311",,,,"406,736",,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,DO,0,,,"1,601,273","748,467",,,,,,,,,
40018,Transit Authority of River City,Full Reporter,Urban,MB,PT,0,,,"6,234",,,,,,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,0,,,"73,103",,,,"53,841",,,,,,
40019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,0,,,"808,789",,,,,,,,,,
40021,City of Albany ,Full Reporter,Urban,DR,DO,,,"24,492",,,,,733,,,,,,
40021,City of Albany ,Full Reporter,Urban,MB,DO,"4,605",,"80,544","64,501",,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,PT,0,,,"134,069",,,,"1,330,144",,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,,,,,,"90,334,566",,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,0,,"2,424,819","5,567,642",,,,,,,,,,
40022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,SR,DO,,,,,,"698,124",,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,DR,PT,0,,,"24,621",,,,,,,,,,
40023,Augusta Richmond County Transit Department,Full Reporter,Urban,MB,PT,0,,,"145,195",,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,627,,,,"164,794",,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"1,251",,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,0,,,"38,244",,,,,,,,,,
40025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,"496,825",,,0,,,,,,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,DR,DO,0,,,"86,717",,,,"31,941",,,,,,
40026,Manatee County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,"313,077",,,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,"262,990",,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,0,,,"2,303,728","16,115",,,,,,,,,
40027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,PT,0,,,"84,092",,,,"15,364",,,,,,
40028,Lee County,Full Reporter,Urban,DR,DO,0,,,"31,646",,,,"19,871",,,,"273,520",,
40028,Lee County,Full Reporter,Urban,MB,DO,0,,,"603,757",,,,"2,526",,,,,,
40028,Lee County,Full Reporter,Urban,VP,PT,,,,,,,,"22,631",,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,"417,742",,,,"1,545,464",,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,"4,701,887",,,,,,,,,,
40029,Broward County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,"60,633",,,,,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,DR,PT,,,,,,,,"102,268",,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,MB,DO,0,,,"1,047,899",,,,,,,,,,
40030,"City of Gainesville, FL",Full Reporter,Urban,VP,PT,,,,,,,,"18,719",,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,DR,DO,0,,,"13,432",,,,"133,997",,,,,,
40031,Lakeland Area Mass Transit District ,Full Reporter,Urban,MB,DO,0,,,"262,444",,,,"17,801",,,,,,
40032,County of Volusia,Full Reporter,Urban,DR,DO,0,,,"58,057",,,,"303,918",,,,"20,102",,
40032,County of Volusia,Full Reporter,Urban,DR,PT,,,,,,,,"42,213",,,,,,
40032,County of Volusia,Full Reporter,Urban,MB,DO,0,,,"722,971",,,,,,,,,,
40032,County of Volusia,Full Reporter,Urban,VP,PT,,,,,,,,"13,539",,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,CB,PT,0,,,"241,269",,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,DR,PT,,,,,,,,"945,246",,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,HR,DO,,,,,,"76,731,739",,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,DO,0,,"2,462,121","5,857,856",,,,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MB,PT,0,,,"176,006",,,,"285,607",,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,MG,DO,,,,,,"11,407,200",,,,,,,,
40034,County of Miami-Dade ,Full Reporter,Urban,VP,PT,,,,,,,,"206,543",,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"1,304,701",,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,"2,888,907",,"1,316,615",0,,,,"8,496",,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,"116,786",,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,"112,722",,,0,,,,,,,,,,
40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,"235,918",,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,"72,386",,,,,"3,630",,,,,,
40036,City of Tallahassee,Full Reporter,Urban,DR,PT,,,,,,,,"55,981",,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,DO,0,,"130,281","480,080","76,001",,,,,,,,,
40036,City of Tallahassee,Full Reporter,Urban,MB,PT,0,,,"11,047",,,,,,,,,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT,0,,,"4,632",,,,"1,250,542",,,"529,125",,,
40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO,0,,,"1,786,375",,,,,,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,DR,PT,,,,,,,,"122,393",,,,,,
40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO,0,,,"346,408",,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,"769,319",,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,0,,,"129,925",,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,0,,"1,314,129","1,363,916",,,,,,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,PT,0,,,"3,301",,,,"13,072",,,,,,
40040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,"724,543",,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,"175,035","1,731",,,,"153,605",,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,"1,094,540","1,400,241",,,,,,,,,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,"744,400",,,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,"195,249",,,,,,,,,,,
40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,0,,"845,953","89,847",,,,,,,,,,
40043,City of Mobile,Full Reporter,Urban,DR,DO,,,,,,,,"136,210",,,,,,
40043,City of Mobile,Full Reporter,Urban,MB,DO,0,,,"187,888",,,,"56,259",,,,,,
40044,City of Montgomery,Full Reporter,Urban,DR,DO,0,,,"1,470",,,,"45,265",,,,,,
40044,City of Montgomery,Full Reporter,Urban,MB,DO,0,,,"66,857",,,,"102,264",,,,,,
40046,Sarasota County ,Full Reporter,Urban,DR,PT,0,,,"27,082",,,,"205,863",,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,DO,0,,,"617,222",,,,,,,,,,
40046,Sarasota County ,Full Reporter,Urban,MB,PT,0,,,0,,,,"22,758",,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,DR,DO,0,,,"3,879",,,,"11,136",,,,,,
40047,Athens-Clarke County Unified Government,Full Reporter,Urban,MB,DO,0,,,"239,466",,,,,,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,DR,DO,,,,,,,,"63,487",,,,,,
40051,Town of Chapel Hill,Full Reporter,Urban,MB,DO,0,,,"532,441",,,,,,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,"17,565",,,,,,
40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,0,,,"182,912",0,,,"40,581",,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,0,,,0,,,,"39,263",,,,,,
40057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,0,,,"95,706",,,,"11,249",,,,,,
